ADCRef50v,Battery-1,Battery-2,Battery-3,Battery-4,CRC8
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.21,0.01,0.01,191
4.53,4.34,12.20,0.01,0.01,139
4.53,4.33,12.20,0.01,0.01,70
4.53,4.34,12.18,0.01,0.01,205
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.20,0.01,0.01,106
4.53,4.34,12.20,0.01,0.01,139
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.53,4.34,12.18,0.01,0.01,205
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.21,0.01,0.01,191
4.53,4.33,12.18,0.01,0.01,0
4.53,4.34,12.18,0.01,0.01,205
4.53,4.34,12.18,0.01,0.01,205
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.53,4.34,12.18,0.01,0.01,205
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.33,12.20,0.01,0.01,136
4.54,4.33,12.20,0.01,0.01,136
4.53,4.34,12.18,0.01,0.01,205
4.54,4.35,12.20,0.01,0.01,106
4.53,4.33,12.18,0.01,0.01,0
4.54,4.35,12.20,0.01,0.01,106
4.53,4.34,12.18,0.01,0.01,205
4.53,4.33,12.18,0.01,0.01,0
4.53,4.34,12.18,0.01,0.01,205
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.53,4.33,12.18,0.01,0.01,0
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.53,4.34,12.18,0.01,0.01,205
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.19,0.01,0.01,249
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.20,0.01,0.01,136
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.20,0.01,0.01,136
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.19,0.01,0.01,249
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.20,0.01,0.01,136
4.54,4.33,12.19,0.01,0.01,27
4.54,4.35,12.19,0.01,0.01,249
4.54,4.35,12.19,0.01,0.01,249
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.19,0.01,0.01,249
4.54,4.35,12.19,0.01,0.01,249
4.54,4.35,12.19,0.01,0.01,249
4.54,4.35,12.19,0.01,0.01,249
4.54,4.35,12.19,0.01,0.01,249
4.54,4.35,12.19,0.01,0.01,249
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.53,4.34,12.17,0.01,0.01,42
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.35,12.19,0.01,0.01,249
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.17,0.01,0.01,41
4.54,4.33,12.17,0.01,0.01,41
4.54,4.33,12.17,0.01,0.01,41
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.17,0.01,0.01,41
4.54,4.33,12.19,0.01,0.01,27
4.54,4.35,12.19,0.01,0.01,249
4.54,4.33,12.17,0.01,0.01,41
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.17,0.01,0.01,41
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.17,0.01,0.01,41
4.54,4.33,12.17,0.01,0.01,41
4.54,4.33,12.19,0.01,0.01,27
4.54,4.33,12.17,0.01,0.01,41
4.54,4.33,12.17,0.01,0.01,41
4.54,4.35,12.17,0.01,0.01,203
4.54,4.33,12.17,0.01,0.01,41
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.19,0.01,0.01,97
4.48,4.33,12.17,0.01,0.01,9
4.48,4.33,12.17,0.01,0.01,9
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.17,0.01,0.01,83
4.48,4.33,12.16,0.01,0.01,220
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.19,0.01,0.01,97
4.48,4.33,12.16,0.01,0.01,220
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.19,0.01,0.01,97
4.48,4.33,12.16,0.01,0.01,220
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.19,0.01,0.01,97
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
4.49,4.34,12.17,0.01,0.01,83
